OC;Fecha_OC;raz_soc_prove;total;Num_ING;Fecha_Ing;idAlma;DiasDemora
00565-06-2015;42171;QUIMICA SUIZA INDUSTRIAL DEL PERU S.A.;3216.8;NI - 00460;42663.8702;21;492
01236-10-2015;42307.6594;RAGEN S.A.;4923.83;NI - 01035;42308.5716;21;1
OC-0091-10-16;42669.74686;RAGEN S.A.;19801.93;NI - 02547;42672.53663;135;3
OC-0091-10-16;42669.74686;RAGEN S.A.;19801.93;NI - 02559;42672.61214;21;3
01019-09-2015;42271.67927;RAGEN S.A.;2560.38;NI - 00873;42275.60901;21;4
01040-09-2015;42276;RAGEN S.A.;34412.03;NI - 00891;42280.60554;21;4
01040-09-2015;42276;RAGEN S.A.;34412.03;NI - 00895;42280.60956;21;4
01040-09-2015;42276;RAGEN S.A.;34412.03;NI - 00896;42280.61226;21;4
00694-07-2015;42208;RAGEN S.A.;34569.23;NI - 00582;42212.55435;21;4
01015-09-2015;42270;RAGEN S.A.;1583.98;NI - 00874;42275.60993;21;5
OC-0051-04-16;42481.49913;RAGEN S.A.;4785.05;NI - 01711;42487.70862;21;6
OC-0073-03-17;42811.65564;RAGEN S.A.;10071.76;NI - 03471;42817.66292;21;6
OC-0073-03-17;42811.65564;RAGEN S.A.;10071.76;NI - 03472;42817.66359;21;6
OC-0097-08-16;42613.46148;RAGEN S.A.;18587.6;NI - 02272;42619.41308;21;6
OC-0044-02-17;42774.49804;RAGEN S.A.;1095.28;NI - 03253;42781.38069;21;7
01040-09-2015;42276;RAGEN S.A.;34412.03;NI - 00924;42287.40462;21;11
01014-09-2015;42270;RAGEN S.A.;750.31;NI - 00925;42288.50889;21;18
00427-05-2015;42130;RAGEN S.A.;4078.32;NI - 00339;42156.65256;21;26
01097-10-2015;42253;RAGEN S.A.;6378.25;NI - 00939;42293.3708;21;40
OC-0097-08-16;42613.46148;RAGEN S.A.;18587.6;NI - 02426;42653.4785;21;40
OC-0090-04-16;42490.47779;RAGEN S.A.;12446.92;NI - 01985;42546.67939;21;56
OC-0129-03-17;42822.47054;RASH PERU S.A.C.;54.91;NI - 03524;42822.5051;14;0
OC-0127-03-17;42822.45914;RASH PERU S.A.C.;178.9;NI - 03525;42822.50556;14;0
OC-0002-01-16;42373.46945;RASH PERU S.A.C.;39.9;NI - 01269;42373.47794;21;0
OC-0090-04-17;42847.55964;RASH PERU S.A.C.;99.8;NI - 03663;42847.56538;21;0
OC-0088-11-16;42695.69474;RASH PERU S.A.C.;44.9;NI - 02702;42696.47315;14;1
OC-0097-10-16;42670.61644;RASH PERU S.A.C.;119.6;NI - 02538;42671.63809;14;1
OC-0097-10-16;42670.61644;RASH PERU S.A.C.;119.6;NI - 02539;42671.63884;14;1
OC-0097-10-16;42670.61644;RASH PERU S.A.C.;119.6;NI - 02541;42671.65006;14;1
OC-0125-03-17;42821.80199;RASH PERU S.A.C.;49.9;NI - 03527;42822.50639;14;1
OC-0039-11-16;42683.53456;REPRESENTACIONES NINANYA S.A.C.;336.57;NI - 02638;42686.49694;21;3
OC-0122-11-16;42697.74553;REPRESENTACIONES NINANYA S.A.C.;3491.99;NI - 02742;42700.65494;21;3
OC-0121-11-16;42697.74411;REPRESENTACIONES NINANYA S.A.C.;618.99;NI - 02743;42700.65621;21;3
OC-0032-11-16;42682.46218;REPRESENTACIONES NINANYA S.A.C.;7158.59;NI - 02637;42686.49579;21;4
OC-0060-05-16;42506.71664;RF REPRESENTACIONES COMERCIALES E.I.R.L.;798.86;NI - 01886;42519.46352;21;13
OC-0060-05-16;42506.71664;RF REPRESENTACIONES COMERCIALES E.I.R.L.;798.86;NI - 01887;42519.46428;21;13
00811-08-2015;42236.47103;RIO INDUSTRIAL S.A.C;2454.02;NI - 00698;42241.41031;21;5
00975-09-2015;42265;RIO INDUSTRIAL S.A.C;2623.14;NI - 00836;42271.38914;21;6
00743-08-2015;42221;RIO INDUSTRIAL S.A.C;13294.53;NI - 00643;42228.6739;21;7
OC-0035-03-16;42438.49289;RIO INDUSTRIAL S.A.C;400.61;NI - 01525;42447.56902;21;9
OC-0104-07-16;42578.70184;RIO INDUSTRIAL S.A.C;991.2;NI - 02114;42588.60193;21;10
OC-0104-07-16;42578.70184;RIO INDUSTRIAL S.A.C;991.2;NI - 02125;42588.63842;21;10
OC-0054-09-16;42634.54256;RIO INDUSTRIAL S.A.C;4507.43;NI - 02393;42644.54735;21;10
OC-0054-09-16;42634.54256;RIO INDUSTRIAL S.A.C;4507.43;NI - 02389;42644.49566;21;10
OC-0054-09-16;42634.54256;RIO INDUSTRIAL S.A.C;4507.43;NI - 02396;42644.55374;21;10
01146-10-2015;42293;RIO INDUSTRIAL S.A.C;413.47;NI - 00999;42303.37296;21;10
OC-0036-11-16;42682.70204;RIO INDUSTRIAL S.A.C;14165.57;NI - 02686;42693.76608;21;11
OC-0062-02-16;42418.66075;RIO INDUSTRIAL S.A.C;1658.53;NI - 01467;42432.71392;21;14
OC-0062-02-16;42418.66075;RIO INDUSTRIAL S.A.C;1658.53;NI - 01457;42432.67576;21;14
OC-0036-11-16;42682.70204;RIO INDUSTRIAL S.A.C;14165.57;NI - 02768;42707.59801;21;25
OC-0036-11-16;42682.70204;RIO INDUSTRIAL S.A.C;14165.57;NI - 02881;42722.58383;21;40
OC-0036-11-16;42682.70204;RIO INDUSTRIAL S.A.C;14165.57;NI - 02861;42782.70058;21;100
00539-06-2015;42165.44918;RUMI IMPORT S.A.;532.26;NI - 00419;42168.66502;21;3
00539-06-2015;42165.44918;RUMI IMPORT S.A.;532.26;NI - 00454;42173.48242;21;8
OC-0093-11-16;42696.46723;SAGA FALABELLA S A;3716;NI - 02703;42696.47589;14;0
OC-0096-07-16;42577.62562;SAGA FALABELLA S A;1588.01;NI - 02072;42577.63095;14;0
OC-0086-11-16;42695.69165;SAGA FALABELLA S A;3299;NI - 02701;42695.79696;21;0
OC-0081-11-16;42690.74097;SAGA FALABELLA S A;3299;NI - 02700;42695.78734;21;5
OC-0101-10-16;42671.67421;SAGA FALABELLA S A;3299;NI - 02642;42686.56318;14;15
OC-0051-09-16;42633.72471;SALAZAR JULCA CESAR AUGUSTO;62.2;NI - 02346;42634.43867;14;1
01059-07-2014;41841.66086;SEDISA SAC;4557.16;NI - 00032;41841.00036;21;0
01130-08-2014;41866.5477;SEDISA SAC;172.87;NI - 00071;41866.4677;21;0
00930-09-2015;42257;SEDISA SAC;353.41;NI - 00785;42258.66919;21;1
01099-08-2014;41856.50488;SEDISA SAC;188.8;NI - 00058;41857.42596;21;1
00972-09-2015;42264;SEDISA SAC;530.12;NI - 00815;42265.61798;21;1
00483-05-2015;42150;SEDISA SAC;1058.46;NI - 00317;42151.66596;14;1
00727-08-2015;42219;SEDISA SAC;7188.98;NI - 00605;42220.60439;21;1
00524-06-2015;42160;SEDISA SAC;2805.45;NI - 00381;42161.54644;21;1
00627-07-2015;42188;SEDISA SAC;2106.3;NI - 00509;42189.70765;21;1
00702-07-2015;42208;SEDISA SAC;357.21;NI - 00571;42209.62162;21;1
00840-08-2015;42242;SEDISA SAC;2074.44;NI - 00704;42243.73336;21;1
00838-08-2015;42242;SEDISA SAC;1467.92;NI - 00703;42243.7304;21;1
00886-09-2015;42250;SEDISA SAC;4212.6;NI - 00751;42251.63069;21;1
OC-0038-02-17;42773.63487;SEDISA SAC;1005.36;NI - 03230;42774.70707;21;1
OC-0025-12-16;42710.66393;SEDISA SAC;328.04;NI - 02784;42711.83168;21;1
OC-0060-02-17;42779.4962;SEDISA SAC;1502.73;NI - 03274;42780.60501;21;1
OC-0091-02-17;42786.50559;SEDISA SAC;2116.92;NI - 03322;42787.73628;21;1
OC-0059-01-16;42388.6678;SEDISA SAC;3363;NI - 01334;42390.70987;21;2
OC-0030-11-16;42681.47006;SEDISA SAC;802.4;NI - 02624;42683.48583;21;2
OC-0024-11-15;42313.75557;SEDISA SAC;4212.6;NI - 01067;42315.56814;21;2
OC-0041-11-15;42317.4769;SEDISA SAC;8622.26;NI - 01079;42319.48903;14;2
OC-0041-11-15;42317.4769;SEDISA SAC;8622.26;NI - 01080;42319.48963;14;2
OC-0014-07-16;42556.5044;SEDISA SAC;2172.38;NI - 02020;42558.59423;21;2
OC-0005-03-17;42795.63457;SEDISA SAC;1007.13;NI - 03374;42797.44455;21;2
OC-0013-09-16;42620.522;SEDISA SAC;2775.95;NI - 02313;42622.78239;21;2
OC-0021-05-17;42859.51129;SEDISA SAC;1339.3;NI - 03736;42861.63191;21;2
OC-0065-04-17;42843.61984;SEDISA SAC;20.65;NI - 03652;42845.48839;21;2
00886-09-2015;42250;SEDISA SAC;4212.6;NI - 00759;42252.69563;21;2
00641-07-2015;42193;SEDISA SAC;1060.23;NI - 00527;42195.69074;21;2
00776-08-2015;42229;SEDISA SAC;1854.96;NI - 00652;42231.66715;21;2
00519-06-2015;42158;SEDISA SAC;1058.46;NI - 00368;42160.36794;21;2
00568-06-2015;42171;SEDISA SAC;1203.6;NI - 00457;42173.49098;21;2
00917-09-2015;42255.62079;SEDISA SAC;195.88;NI - 00779;42257.6547;21;2
00994-09-2015;42269.41456;SEDISA SAC;2823.74;NI - 00844;42271.43743;21;2
00999-09-2015;42269;SEDISA SAC;310.86;NI - 00843;42271.43674;21;2
01059-07-2014;41841.66086;SEDISA SAC;4557.16;NI - 00028;41843.00031;21;2
01222-10-2015;42305;SEDISA SAC;1848;NI - 01034;42307.70943;21;2
01133-10-2015;42291;SEDISA SAC;1054.92;NI - 00956;42294.43754;21;3
01177-10-2015;42298;SEDISA SAC;4212.6;NI - 00983;42301.4873;21;3
01092-10-2015;42283;SEDISA SAC;345.74;NI - 00917;42286.43937;21;3
00727-08-2015;42219;SEDISA SAC;7188.98;NI - 00615;42222.64992;21;3
00181-02-2015;42045;SEDISA SAC;14082.77;NI - 00293;42048.61816;14;3
OC-0080-05-16;42510.7189;SEDISA SAC;4212.6;NI - 01850;42513.74721;21;3
OC-0085-07-16;42574.54038;SEDISA SAC;3760.66;NI - 02073;42577.70214;21;3
OC-0002-05-16;42492.69933;SEDISA SAC;4922.96;NI - 01748;42495.53733;14;3
OC-0021-03-17;42800.62871;SEDISA SAC;1858.5;NI - 03425;42803.50733;21;3
OC-0033-07-16;42559.47326;SEDISA SAC;172.87;NI - 02033;42562.43679;21;3
OC-0017-01-17;42741.53835;SEDISA SAC;5455.73;NI - 03015;42744.50082;21;3
OC-0029-02-16;42408.72045;SEDISA SAC;263.73;NI - 01418;42411.68551;21;3
OC-0047-09-16;42632.52217;SEDISA SAC;4081.03;NI - 02353;42635.74028;21;3
OC-0047-11-15;42317.64897;SEDISA SAC;179.6;NI - 01083;42320.43662;21;3
OC-0087-11-15;42324.7929;SEDISA SAC;1758.2;NI - 01127;42327.59183;21;3
OC-0088-04-17;42847.53972;SEDISA SAC;337.48;NI - 03674;42851.40542;21;4
OC-0071-03-17;42811.53247;SEDISA SAC;2192.44;NI - 03478;42815.74834;21;4
OC-0058-11-15;42320.46893;SEDISA SAC;345.74;NI - 01108;42324.60678;21;4
OC-0017-01-17;42741.53835;SEDISA SAC;5455.73;NI - 03041;42745.85162;21;4
OC-0034-04-17;42832.67411;SEDISA SAC;3717;NI - 03612;42836.50697;21;4
OC-0002-05-16;42492.69933;SEDISA SAC;4922.96;NI - 01753;42496.59397;21;4
OC-0003-09-16;42618.6611;SEDISA SAC;4925.32;NI - 02299;42622.52977;21;4
OC-0011-12-15;42341.64233;SEDISA SAC;7746.7;NI - 01208;42345.63682;21;4
OC-0011-12-15;42341.64233;SEDISA SAC;7746.7;NI - 01215;42345.67605;21;4
OC-0067-12-15;42360.6848;SEDISA SAC;2285.9;NI - 01256;42364.63267;21;4
OC-0067-12-15;42360.6848;SEDISA SAC;2285.9;NI - 01257;42364.63391;21;4
OC-0076-08-16;42605.43547;SEDISA SAC;2415.46;NI - 02229;42609.55869;21;4
00420-04-2015;42124;SEDISA SAC;9327.9;NI - 00311;42128.6955;14;4
00420-04-2015;42124;SEDISA SAC;9327.9;NI - 00312;42128.6961;14;4
00576-06-2015;42173.44036;SEDISA SAC;5072.23;NI - 00470;42177.36391;21;4
01072-10-2015;42279;SEDISA SAC;4212.6;NI - 00909;42283.71934;21;4
01072-10-2015;42279;SEDISA SAC;4212.6;NI - 00910;42283.72052;21;4
00981-09-2015;42266.39842;SEDISA SAC;4212.6;NI - 00833;42270.71238;21;4
01335-09-2014;41911.48062;SEDISA SAC;300.9;NI - 00258;41915.68298;21;4
00901-09-2015;42251;SEDISA SAC;641.92;NI - 00774;42256.43567;21;5
00524-06-2015;42160;SEDISA SAC;2805.45;NI - 00409;42165.70212;21;5
00627-07-2015;42188;SEDISA SAC;2106.3;NI - 00518;42193.43514;21;5
00853-08-2015;42244;SEDISA SAC;1344.61;NI - 00738;42249.65639;21;5
OC-0120-04-17;42853.69941;SEDISA SAC;2139.34;NI - 03718;42858.60933;21;5
OC-0090-10-16;42669.73877;SEDISA SAC;704.46;NI - 02574;42674.62753;21;5
OC-0067-12-16;42723.52789;SEDISA SAC;9727.92;NI - 02916;42728.5574;21;5
OC-0077-11-15;42322.46166;SEDISA SAC;1775.9;NI - 01130;42327.60205;21;5
OC-0034-04-17;42832.67411;SEDISA SAC;3717;NI - 03627;42837.74939;21;5
OC-0066-10-16;42664.64912;SEDISA SAC;6783.82;NI - 02528;42669.56151;21;5
OC-0098-05-16;42516.52078;SEDISA SAC;87.65;NI - 01894;42522.64822;21;6
OC-0024-11-15;42313.75557;SEDISA SAC;4212.6;NI - 01078;42319.44196;21;6
OC-0014-07-16;42556.5044;SEDISA SAC;2172.38;NI - 02034;42562.43758;21;6
00671-07-2015;42203.4851;SEDISA SAC;10795.03;NI - 00567;42209.43835;14;6
00790-08-2015;42231;SEDISA SAC;5278.14;NI - 00680;42237.55962;21;6
00946-09-2015;42259;SEDISA SAC;1054.92;NI - 00812;42265.57447;21;6
00981-09-2015;42266.39842;SEDISA SAC;4212.6;NI - 00864;42273.63632;21;7
OC-0004-10-16;42646.73884;SEDISA SAC;1836.08;NI - 02420;42653.85975;21;7
OC-0004-10-16;42646.73884;SEDISA SAC;1836.08;NI - 02423;42653.46327;21;7
01162-10-2015;42296;SEDISA SAC;2836.72;NI - 00998;42303.35558;21;7
OC-0042-07-16;42563.51154;SEDISA SAC;855.5;NI - 02046;42570.37664;21;7
OC-0071-03-17;42811.53247;SEDISA SAC;2192.44;NI - 03510;42818.46958;21;7
OC-0042-07-16;42563.51154;SEDISA SAC;855.5;NI - 02048;42571.35206;21;8
OC-0008-01-16;42374.47399;SEDISA SAC;962.88;NI - 01285;42382.67169;21;8
OC-0008-02-17;42767.70506;SEDISA SAC;2442.6;NI - 03239;42775.8181;21;8
OC-0008-02-17;42767.70506;SEDISA SAC;2442.6;NI - 03245;42775.82136;21;8
OC-0067-12-16;42723.52789;SEDISA SAC;9727.92;NI - 02952;42731.68898;21;8
OC-0085-07-16;42574.54038;SEDISA SAC;3760.66;NI - 02096;42582.49333;21;8
OC-0076-11-16;42690.64431;SEDISA SAC;8696.6;NI - 02722;42698.56521;21;8
OC-0128-11-15;42332.67016;SEDISA SAC;5647.48;NI - 01202;42340.59454;21;8
01309-09-2014;41907.80564;SEDISA SAC;232.08;NI - 00257;41915.68121;21;8
00853-08-2015;42244;SEDISA SAC;1344.61;NI - 00758;42252.69417;21;8
01177-10-2015;42298;SEDISA SAC;4212.6;NI - 01033;42307.70542;21;9
OC-0083-02-16;42423.67695;SEDISA SAC;1060.23;NI - 01469;42432.71604;21;9
OC-0075-01-17;42753.50747;SEDISA SAC;1858.5;NI - 03149;42762.64709;21;9
OC-0080-05-16;42510.7189;SEDISA SAC;4212.6;NI - 01888;42519.46569;21;9
OC-0013-09-16;42620.522;SEDISA SAC;2775.95;NI - 02328;42629.42903;21;9
OC-0040-03-16;42438.6761;SEDISA SAC;176.71;NI - 01534;42447.61919;21;9
OC-0067-01-17;42752.54014;SEDISA SAC;2575.35;NI - 03141;42761.65099;21;9
OC-0066-10-16;42664.64912;SEDISA SAC;6783.82;NI - 02573;42674.62627;21;10
OC-0048-06-16;42536.52594;SEDISA SAC;4212.6;NI - 01978;42546.63736;21;10
OC-0105-07-16;42578.74029;SEDISA SAC;6605.64;NI - 02115;42588.60418;21;10
OC-0105-07-16;42578.74029;SEDISA SAC;6605.64;NI - 02122;42588.63449;21;10
OC-0034-04-17;42832.67411;SEDISA SAC;3717;NI - 03634;42842.66039;21;10
OC-0002-05-16;42492.69933;SEDISA SAC;4922.96;NI - 01782;42502.57774;21;10
OC-0002-05-16;42492.69933;SEDISA SAC;4922.96;NI - 01783;42502.5825;21;10
00707-07-2015;42210;SEDISA SAC;789.42;NI - 00604;42220.60192;21;10
00483-05-2015;42150;SEDISA SAC;1058.46;NI - 00371;42160.41723;21;10
00468-05-2015;42146;SEDISA SAC;806.53;NI - 00344;42156.67973;21;10
01285-09-2014;41904.7404;SEDISA SAC;440.73;NI - 00234;41915.56798;21;11
01072-10-2015;42279;SEDISA SAC;4212.6;NI - 00934;42290.45395;21;11
OC-0006-06-16;42523.70593;SEDISA SAC;902.7;NI - 01936;42534.43486;21;11
OC-0003-09-16;42618.6611;SEDISA SAC;4925.32;NI - 02331;42629.44114;21;11
OC-0021-03-17;42800.62871;SEDISA SAC;1858.5;NI - 03466;42811.69826;21;11
OC-0032-12-16;42711.72658;SEDISA SAC;3357.1;NI - 02868;42722.46981;21;11
OC-0061-03-16;42445.4338;SEDISA SAC;3371.26;NI - 01577;42457.4858;21;12
OC-0124-12-16;42733.71197;SEDISA SAC;1335.76;NI - 03039;42745.82827;21;12
OC-0119-03-16;42459.65888;SEDISA SAC;1060.23;NI - 01625;42471.57702;21;12
00790-08-2015;42231;SEDISA SAC;5278.14;NI - 00711;42243.75573;21;12
00671-07-2015;42203.4851;SEDISA SAC;10795.03;NI - 00584;42215.54337;14;12
OC-0067-02-16;42419.49214;SEDISA SAC;706.82;NI - 01448;42432.65549;21;13
OC-0104-03-16;42457.69582;SEDISA SAC;2106.3;NI - 01624;42471.57528;21;14
OC-0024-11-15;42313.75557;SEDISA SAC;4212.6;NI - 01128;42327.5958;21;14
OC-0085-07-16;42574.54038;SEDISA SAC;3760.66;NI - 02112;42588.59321;21;14
01273-09-2014;41901.66758;SEDISA SAC;2832.59;NI - 00232;41915.56418;21;14
01273-09-2014;41901.66758;SEDISA SAC;2832.59;NI - 00220;41915.46307;21;14
00420-04-2015;42124;SEDISA SAC;9327.9;NI - 00313;42139.4597;14;15
00181-02-2015;42045;SEDISA SAC;14082.77;NI - 00297;42060.52489;14;15
OC-0011-12-15;42341.64233;SEDISA SAC;7746.7;NI - 01236;42356.41881;21;15
OC-0014-07-16;42556.5044;SEDISA SAC;2172.38;NI - 02049;42571.35415;21;15
OC-0076-11-16;42690.64431;SEDISA SAC;8696.6;NI - 02771;42707.63712;21;17
OC-0048-06-16;42536.52594;SEDISA SAC;4212.6;NI - 02012;42556.70123;21;20
00443-05-2015;42136;SEDISA SAC;2207.19;NI - 00343;42156.67531;21;20
OC-0092-05-16;42515.45046;SEDISA SAC;1060.23;NI - 01880;42536.65951;21;21
OC-0085-07-16;42574.54038;SEDISA SAC;3760.66;NI - 02147;42595.36326;21;21
OC-0067-12-15;42360.6848;SEDISA SAC;2285.9;NI - 01301;42383.6707;21;23
00181-02-2015;42045;SEDISA SAC;14082.77;NI - 00299;42068.61244;14;23
OC-0105-07-16;42578.74029;SEDISA SAC;6605.64;NI - 02197;42602.659;21;24
01167-08-2014;41878.68976;SEDISA SAC;2158.22;NI - 00110;41904.62073;21;26
01167-08-2014;41878.68976;SEDISA SAC;2158.22;NI - 00114;41905.38355;21;27
OC-0067-01-17;42752.54014;SEDISA SAC;2575.35;NI - 03281;42780.78823;21;28
OC-0067-12-16;42723.52789;SEDISA SAC;9727.92;NI - 03066;42753.6831;21;30
01188-09-2014;41885.42405;SEDISA SAC;193.4;NI - 00192;41915.38172;21;30
OC-0128-11-15;42332.67016;SEDISA SAC;5647.48;NI - 01181;42365.49518;21;33
OC-0103-01-16;42399.55016;SEDISA SAC;7006.49;NI - 01428;42432.44486;21;33
01120-08-2014;41863.68319;SEDISA SAC;3835;NI - 00062;41897.43997;21;34
OC-0067-12-16;42723.52789;SEDISA SAC;9727.92;NI - 03150;42762.64856;21;39
OC-0088-03-16;42452.43233;SEDISA SAC;928.66;NI - 01588;42511.47285;21;59
01072-10-2015;42279;SEDISA SAC;4212.6;NI - 00941;42366.36074;21;87
OC-0002-02-16;42401.71822;SEDISA SAC;931.32;NI - 01411;42493.77911;21;92
OC-0103-01-16;42399.55016;SEDISA SAC;7006.49;NI - 01391;42493.77823;21;94
OC-0096-02-17;42786.65693;SG INDUSTRIAL SAC;1316.29;NI - 03321;42787.73477;21;1
OC-0008-03-17;42796.43592;SG INDUSTRIAL SAC;1608.16;NI - 03378;42797.66624;21;1
OC-0021-12-16;42710.51289;SG INDUSTRIAL SAC;2457.57;NI - 02779;42711.74547;21;1
OC-0007-02-17;42767.66251;SG INDUSTRIAL SAC;407.1;NI - 03203;42769.73968;21;2
OC-0019-01-17;42741.63621;SG INDUSTRIAL SAC;1289.96;NI - 03013;42744.46925;21;3
OC-0015-02-17;42768.51286;SG INDUSTRIAL SAC;1365.51;NI - 03202;42772.60515;21;4
OC-0002-09-16;42618.52327;SG INDUSTRIAL SAC;1510.87;NI - 02307;42622.67309;21;4
OC-0027-11-16;42678.83945;SG INDUSTRIAL SAC;2352.15;NI - 02617;42682.42538;21;4
OC-0049-09-16;42632.64286;SG INDUSTRIAL SAC;966.04;NI - 02360;42636.5478;21;4
OC-0058-04-17;42837.72636;SG INDUSTRIAL SAC;1852.65;NI - 03633;42842.5696;21;5
OC-0074-08-16;42604.71688;SG INDUSTRIAL SAC;1575.54;NI - 02217;42609.46182;21;5
OC-0065-10-16;42664.62452;SG INDUSTRIAL SAC;1838.34;NI - 02530;42669.65844;21;5
OC-0069-12-16;42723.53636;SG INDUSTRIAL SAC;1075.92;NI - 02913;42728.54657;21;5
OC-0002-04-17;42826.43678;SG INDUSTRIAL SAC;1977.87;NI - 03592;42832.6022;21;6
OC-0006-10-16;42647.46974;SG INDUSTRIAL SAC;2260.01;NI - 02421;42653.45863;21;6
OC-0046-01-17;42748.45982;SG INDUSTRIAL SAC;1055.32;NI - 03079;42754.43886;21;6
OC-0080-11-16;42690.69982;SG INDUSTRIAL SAC;1160.53;NI - 02720;42698.45267;21;8
OC-0074-09-16;42642.73355;SILLAS & MUEBLES E.I.R.L.;540;NI - 02413;42649.41677;14;7
OC-0040-11-16;42683.64164;SODIMAC PERU SA;539.7;NI - 02625;42683.65509;14;0
00581-06-2015;42173.66273;SODIMAC PERU SA;132.71;NI - 00465;42174.50315;21;1
OC-0055-12-16;42718.72437;SOLDAMUNDO IMPORTACIONES S.A.C;257.54;NI - 02884;42723.83996;21;5
OC-0055-12-16;42718.72437;SOLDAMUNDO IMPORTACIONES S.A.C;257.54;NI - 02948;42730.71356;21;12
00828-08-2015;42240;SOLDEX S.A.;927.08;NI - 00697;42241.40774;21;1
01050-07-2014;41837.65965;SOLDEX S.A.;186.63;NI - 00025;41839.00028;21;2
OC-0021-04-16;42471.45896;SOLDEX S.A.;1332.9;NI - 01646;42473.69009;21;2
00830-08-2015;42240;SOLDEX S.A.;1510.4;NI - 00712;42243.7571;21;3
OC-0013-12-15;42341.64799;SOLDEX S.A.;112.18;NI - 01217;42345.69616;21;4
00789-08-2015;42231;SOLDEX S.A.;45.43;NI - 00660;42235.38023;21;4
01168-10-2015;42297;SOLDEX S.A.;162.25;NI - 00978;42301.46694;21;4
01109-10-2015;42289;SOLDEX S.A.;45.43;NI - 00945;42293.38978;21;4
OC-0078-08-16;42605.50615;SOLDEX S.A.;437.9;NI - 02221;42609.54767;21;4
OC-0054-11-16;42685.67947;SOLDEX S.A.;2737.6;NI - 02671;42690.81443;21;5
00526-06-2015;42160;SOLDEX S.A.;581.32;NI - 00411;42165.70533;21;5
OC-0065-11-15;42320.65949;SOLDEX S.A.;394.12;NI - 01134;42327.61397;21;7
00676-07-2015;42205;SOLDEX S.A.;197.06;NI - 00579;42212.54716;21;7
OC-0019-05-16;42495.5159;SOLDEX S.A.;1694.36;NI - 01789;42502.617;21;7
00607-06-2015;42180;SOLDEX S.A.;136.97;NI - 00502;42188.61491;21;8
OC-0008-05-16;42493.54868;SOLDEX S.A.;440.85;NI - 01787;42502.61396;21;9
00613-06-2015;42185;SOLDEX S.A.;22.72;NI - 00526;42195.68902;21;10
01286-09-2014;41904.75505;SOLDEX S.A.;10.9;NI - 00251;41915.67386;21;11
00455-05-2015;42142;SOLDEX S.A.;22.72;NI - 00346;42156.70215;21;14
00748-08-2015;42222;SOLDEX S.A.;31.27;NI - 00679;42237.54723;21;15
00877-09-2015;42248;SOLDEX S.A.;394.12;NI - 00810;42265.57068;21;17
00454-05-2015;42142;SOLDEX S.A.;137.35;NI - 00367;42160.36571;21;18
OC-0021-04-16;42471.45896;SOLDEX S.A.;1332.9;NI - 01731;42491.50377;21;20
OC-0019-11-16;42678.70789;SOLDEX S.A.;1907.49;NI - 02721;42698.4875;21;20
OC-0021-04-16;42471.45896;SOLDEX S.A.;1332.9;NI - 01760;42496.63227;21;25
OC-0020-12-16;42710.50079;SOLDEX S.A.;69.62;NI - 02984;42735.39596;21;25
OC-0007-06-16;42523.70759;SOLDEX S.A.;22.72;NI - 01991;42551.68828;21;28
OC-0063-03-16;42445.44456;SOLDEX S.A.;20.65;NI - 01647;42473.69069;21;28
OC-0063-03-16;42445.44456;SOLDEX S.A.;20.65;NI - 01659;42474.5924;21;29
00417-04-2015;42124;SOLDEX S.A.;99.12;NI - 00345;42156.69981;21;32
01144-10-2015;42292;SOLDEX S.A.;427.04;NI - 01148;42329.69604;21;37
OC-0024-07-16;42557.66177;SOLDEX S.A.;39.24;NI - 02148;42595.36433;21;38
00607-06-2015;42180;SOLDEX S.A.;136.97;NI - 00614;42222.63784;21;42
OC-0142-11-15;42334.64922;SOLDEX S.A.;62.54;NI - 01302;42383.69502;21;49
00526-06-2015;42160;SOLDEX S.A.;581.32;NI - 00612;42222.63665;21;62
00526-06-2015;42160;SOLDEX S.A.;581.32;NI - 00613;42222.63542;21;62
00944-09-2015;42258;SOLDEX S.A.;77.7;NI - 00811;42322.46628;21;64
OC-0048-02-16;42417.67615;SOLDEX S.A.;187.35;NI - 01732;42491.50573;21;74
OC-0035-11-15;42315.55043;SOLIGEN S.A.C.;2068.43;NI - 01203;42340.42681;21;25
00966-09-2015;42264;SUMINISTROS FERMAR S.A.C.;2478;NI - 00837;42271.39095;21;7
OC-0040-03-17;42805.47447;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;36.41;NI - 03436;42805.48654;21;0
01113-08-2014;41860.51952;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;402.51;NI - 00059;41860.42705;21;0
01113-08-2014;41860.51952;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;402.51;NI - 00049;41860.00054;21;0
01005-07-2014;41824.45439;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;87.8;NI - 00010;41824.0001;21;0
01014-07-2014;41828.42291;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;119.62;NI - 00029;41828.00032;21;0
00970-09-2015;42264;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;105.55;NI - 00814;42265.61654;21;1
00677-07-2015;42206.43553;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;68.12;NI - 00562;42207.45445;21;1
