OC;Fecha_OC;raz_soc_prove;total;Num_ING;Fecha_Ing;idAlma;DiasDemora
OC-0054-05-16;42506.5013;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1008.9;NI - 01838;42511.3596;21;5
OC-0055-05-16;42506.50704;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;869.66;NI - 01839;42511.36766;21;5
OC-0059-05-16;42506.62869;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1882.1;NI - 01840;42511.39868;21;5
OC-0026-09-16;42625.75216;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;19034.1;NI - 02341;42630.7192;21;5
OC-0033-11-15;42315.52243;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;318.6;NI - 01086;42320.46142;21;5
OC-0105-05-16;42517.72601;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2596;NI - 01897;42522.6553;21;5
01354-10-2014;41914;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2487.29;NI - 00263;41919.70065;21;5
OC-0090-01-16;42398.4188;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3000.74;NI - 01387;42403.40688;21;5
OC-0093-01-16;42398.50722;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;585.87;NI - 01386;42403.40632;21;5
OC-0072-08-16;42604.46798;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;195.88;NI - 02216;42609.46042;21;5
01080-07-2014;41845.44512;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;637.9;NI - 00052;41850.00058;21;5
01158-10-2015;42296;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1526.92;NI - 00981;42301.48289;21;5
00855-08-2015;42244;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2657.99;NI - 00742;42249.67609;21;5
01041-07-2014;41832.55134;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;637.9;NI - 00053;41837.00059;21;5
00978-09-2015;42265;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1179.61;NI - 00842;42271.43514;21;6
00803-08-2015;42235.48917;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;19742.39;NI - 00699;42241.42281;21;6
OC-0017-01-16;42375.49505;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2141.46;NI - 01279;42381.69613;21;6
OC-0010-12-15;42341.53935;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3231.43;NI - 01209;42347.65377;21;6
OC-0109-11-15;42328.65596;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2077.98;NI - 01156;42334.62905;21;6
OC-0026-01-16;42377.62554;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1144.01;NI - 01296;42383.64844;21;6
00553-06-2015;42167;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3288.38;NI - 00459;42174.47607;21;7
00941-09-2015;42258;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13826.91;NI - 00806;42265.39828;21;7
00941-09-2015;42258;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13826.91;NI - 00807;42265.40187;21;7
00860-08-2015;42245;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;367.03;NI - 00754;42252.68955;21;7
OC-0004-02-16;42402.66759;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;73.16;NI - 01412;42409.5633;21;7
OC-0017-01-16;42375.49505;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2141.46;NI - 01289;42382.68697;21;7
OC-0001-03-16;42430.52625;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2345.25;NI - 01484;42437.5749;21;7
01199-10-2015;42303;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;18655.8;NI - 01022;42311.54836;21;8
00543-06-2015;42165;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13119.83;NI - 00458;42173.49517;21;8
00803-08-2015;42235.48917;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;19742.39;NI - 00705;42243.73976;21;8
OC-0023-08-16;42587.42228;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;763.46;NI - 02160;42595.39349;21;8
OC-0083-04-16;42488.74563;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;15183.06;NI - 01751;42496.58673;21;8
OC-0041-08-16;42594.74092;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2398.35;NI - 02200;42602.68003;21;8
OC-0010-12-15;42341.53935;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3231.43;NI - 01221;42349.39675;21;8
OC-0021-08-16;42586.69493;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2486.26;NI - 02161;42595.39406;21;9
OC-0078-05-16;42510.52461;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1969.82;NI - 01878;42519.45107;21;9
00597-06-2015;42179;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;6484.22;NI - 00507;42188.64007;21;9
01041-07-2014;41832.55134;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;637.9;NI - 00030;41842.00034;21;10
01291-09-2014;41905.74611;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;248.86;NI - 00247;41915.66778;21;10
OC-0034-03-16;42437.53427;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1065.54;NI - 01518;42447.48242;21;10
OC-0101-07-16;42578.50194;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;214.17;NI - 02118;42588.62827;21;10
OC-0076-02-16;42422.53668;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;834.85;NI - 01465;42432.7087;21;10
OC-0079-02-16;42423.46057;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2061.46;NI - 01478;42433.38422;21;10
OC-0145-11-15;42335.47033;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;6963.65;NI - 01205;42345.62663;21;10
OC-0088-07-16;42577.46961;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3020.8;NI - 02119;42588.62931;21;11
OC-0021-08-16;42586.69493;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2486.26;NI - 02170;42597.60261;21;11
OC-0059-10-16;42661.45207;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;124.49;NI - 02562;42672.63508;21;11
01283-09-2014;41904.70584;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13428.68;NI - 00259;41915.68634;21;11
01283-09-2014;41904.70584;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13428.68;NI - 00242;41915.59279;21;11
01283-09-2014;41904.70584;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13428.68;NI - 00243;41915.59701;21;11
00464-05-2015;42146;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4331.78;NI - 00355;42157.62876;21;11
00464-05-2015;42146;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4331.78;NI - 00356;42157.62942;21;11
OC-0017-01-16;42375.49505;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2141.46;NI - 01291;42387.34353;21;12
OC-0119-01-17;42762.66613;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1746.52;NI - 03252;42775.82751;21;13
00783-08-2015;42230;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3394.27;NI - 00706;42243.7416;21;13
00750-08-2015;42224.45356;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;8773.3;NI - 00659;42237.54641;21;13
OC-0002-11-15;42311.43437;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;887.95;NI - 01102;42324.57928;21;13
01199-10-2015;42303;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;18655.8;NI - 01031;42317.43336;21;14
OC-0009-05-16;42493.62392;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3987.93;NI - 01755;42507.47536;21;14
OC-0009-05-16;42493.62392;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3987.93;NI - 01791;42507.47595;21;14
OC-0063-12-15;42360.62709;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1065.54;NI - 01270;42374.37881;21;14
OC-0063-12-15;42360.62709;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1065.54;NI - 01271;42374.37106;21;14
OC-0083-07-16;42574.45903;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;531;NI - 02116;42588.62569;21;14
OC-0084-07-16;42574.46234;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;248.98;NI - 02117;42588.62669;21;14
OC-0013-01-16;42374.74063;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;444.86;NI - 01326;42389.43934;21;15
01261-09-2014;41900.73921;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;442.5;NI - 00230;41915.49618;21;15
01262-09-2014;41900.74957;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;302.23;NI - 00231;41915.49992;21;15
01238-09-2014;41898.49312;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;195.5;NI - 00216;41915.44177;21;17
01199-10-2015;42303;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;18655.8;NI - 01087;42320.4646;21;17
00448-05-2015;42139.53564;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;424.8;NI - 00333;42156.54095;21;17
00449-05-2015;42139;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1274.4;NI - 00334;42156.54197;21;17
OC-0027-04-16;42474.62546;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;14174.16;NI - 01735;42491.51686;21;17
OC-0009-05-16;42493.62392;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3987.93;NI - 01841;42511.40556;21;18
01236-09-2014;41897.74278;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;123.9;NI - 00222;41915.47202;21;18
00783-08-2015;42230;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3394.27;NI - 00743;42249.67812;21;19
OC-0059-05-16;42506.62869;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1882.1;NI - 01900;42525.63422;21;19
00543-06-2015;42165;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13119.83;NI - 00418;42185.39801;21;20
01233-09-2014;41894.63448;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1582.2;NI - 00215;41915.43971;21;21
01159-08-2014;41876.74479;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;177;NI - 00076;41897.47559;21;21
OC-0065-12-15;42360.64647;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4348.3;NI - 01280;42381.71283;21;21
OC-0055-11-15;42319.50223;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;28989.65;NI - 01157;42340.5962;21;21
OC-0145-11-15;42335.47033;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;6963.65;NI - 01244;42359.62866;21;24
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00019;41831.00021;21;24
00992-09-2015;42268;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;12890.89;NI - 00944;42293.38389;21;25
OC-0027-04-16;42474.62546;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;14174.16;NI - 01674;42499.7852;21;25
OC-0065-12-15;42360.64647;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4348.3;NI - 01290;42387.34386;21;27
01158-08-2014;41876.73136;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2773.94;NI - 00082;41904.39373;21;28
01158-08-2014;41876.73136;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2773.94;NI - 00083;41904.39444;21;28
01205-09-2014;41887.77291;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;195.5;NI - 00201;41915.40171;21;28
OC-0004-05-16;42492.7213;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1327.5;NI - 01807;42520.6832;21;28
01428-10-2014;41939;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1257.94;NI - 00276;41968.67864;21;29
01151-08-2014;41871.66409;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;70.8;NI - 00081;41904.39263;21;33
01136-08-2014;41869.5603;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;604.46;NI - 00080;41904.39195;21;35
OC-0074-02-16;42422.4299;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3275.09;NI - 01466;42459.47697;21;37
00992-09-2015;42268;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;12890.89;NI - 01037;42312.55899;21;44
OC-0121-03-16;42460.48862;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;504.45;NI - 01842;42511.4719;21;51
01092-07-2014;41851.75162;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;817.92;NI - 00079;41904.39095;21;53
OC-0034-02-16;42410.64726;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1530.11;NI - 01425;42496.74397;21;86
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00068;41897.46022;21;90
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00069;41897.4629;21;90
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00070;41897.4665;21;90
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00074;41897.47197;21;90
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00075;41897.4738;21;90
00928-06-2014;41807.46562;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;34054.82;NI - 00109;41904.61366;21;97
OC-0019-06-16;42525.56501;CORPORACION TRI'FRAN S.A.C.;165.2;NI - 01937;42534.43551;21;9
OC-0153-11-15;42338.69401;CORPORACION TRI'FRAN S.A.C.;430.81;NI - 01219;42349.38743;21;11
OC-0062-12-16;42723.47566;CORPORACION TRI'FRAN S.A.C.;591.99;NI - 03037;42745.82162;21;22
OC-0015-08-16;42585.49902;CS BEAVER SAC            ;201.8;NI - 02120;42588.62982;21;3
01086-07-2014;41850.49931;CS BEAVER SAC            ;83.39;NI - 00060;41862.42824;21;12
OC-0071-05-16;42509.47484;CS BEAVER SAC            ;537.73;NI - 01902;42525.65714;21;16
00506-06-2015;42157;CS BEAVER SAC            ;117.14;NI - 00501;42188.61204;21;31
OC-0035-02-17;42773.49082;CUBAS TORRES ROBERT;2678.36;NI - 03327;42787.75095;21;14
OC-0044-11-15;42317.52816;DAEDALUS CORPORATION S.R.L.;620;NI - 01084;42320.43689;14;3
OC-0014-11-15;42312.4822;DIMARI TOTAL SECURITY EIRL ;3989.2;NI - 01052;42312.76739;21;0
OC-0014-11-15;42312.4822;DIMARI TOTAL SECURITY EIRL ;3989.2;NI - 01047;42312.75941;21;0
01129-08-2014;41866.5225;DIMARI TOTAL SECURITY EIRL ;913.15;NI - 00065;41866.45451;21;0
01131-08-2014;41866.65757;DIMARI TOTAL SECURITY EIRL ;486.2;NI - 00067;41866.45711;21;0
01091-07-2014;41851.51208;DIMARI TOTAL SECURITY EIRL ;53.1;NI - 00046;41851.00051;21;0
01006-07-2014;41824.48127;DIMARI TOTAL SECURITY EIRL ;857.62;NI - 00008;41824.00008;21;0
01025-07-2014;41829.61558;DIMARI TOTAL SECURITY EIRL ;734.03;NI - 00014;41829.00015;21;0
01027-07-2014;41829.6464;DIMARI TOTAL SECURITY EIRL ;1433.7;NI - 00016;41829.00017;21;0
00612-06-2015;42185.41421;DIMARI TOTAL SECURITY EIRL ;2282.06;NI - 00492;42185.69886;21;0
00577-06-2015;42173;DIMARI TOTAL SECURITY EIRL ;2314.72;NI - 00463;42174.49747;21;1
00608-06-2015;42180;DIMARI TOTAL SECURITY EIRL ;634.84;NI - 00482;42181.6717;21;1
00683-07-2015;42206;DIMARI TOTAL SECURITY EIRL ;209.39;NI - 00560;42207.44928;21;1
00658-07-2015;42199.44096;DIMARI TOTAL SECURITY EIRL ;569.75;NI - 00540;42200.55643;21;1
00643-07-2015;42194.41344;DIMARI TOTAL SECURITY EIRL ;700.95;NI - 00523;42195.68141;21;1
OC-0115-01-17;42761.71524;DIMARI TOTAL SECURITY EIRL ;2312.56;NI - 03147;42762.57937;21;1
01034-07-2014;41831.42485;DIMARI TOTAL SECURITY EIRL ;91.16;NI - 00020;41832.00022;21;1
01035-07-2014;41831.62836;DIMARI TOTAL SECURITY EIRL ;372.09;NI - 00021;41832.00023;21;1
01036-07-2014;41831.68907;DIMARI TOTAL SECURITY EIRL ;1384.68;NI - 00022;41832.00024;21;1
01020-07-2014;41828.74746;DIMARI TOTAL SECURITY EIRL ;184.97;NI - 00018;41829.0002;21;1
01018-07-2014;41828.4595;DIMARI TOTAL SECURITY EIRL ;2155.1;NI - 00017;41829.00019;21;1
01002-07-2014;41823.49525;DIMARI TOTAL SECURITY EIRL ;73.88;NI - 00006;41824.00006;21;1
00900-09-2015;42251.62616;DIMARI TOTAL SECURITY EIRL ;3818.66;NI - 00756;42252.69189;21;1
00875-09-2015;42248;DIMARI TOTAL SECURITY EIRL ;1906.16;NI - 00745;42249.68463;21;1
01088-07-2014;41850.71675;DIMARI TOTAL SECURITY EIRL ;1468.57;NI - 00047;41851.00052;21;1
01100-08-2014;41856.50721;DIMARI TOTAL SECURITY EIRL ;1408.24;NI - 00091;41857;21;1
01058-07-2014;41841.6588;DIMARI TOTAL SECURITY EIRL ;2630.22;NI - 00040;41842.00045;21;1
01068-07-2014;41842.67164;DIMARI TOTAL SECURITY EIRL ;123.35;NI - 00041;41843.00046;21;1
01070-07-2014;41842.71106;DIMARI TOTAL SECURITY EIRL ;38.82;NI - 00038;41843.00043;21;1
01072-07-2014;41842.72193;DIMARI TOTAL SECURITY EIRL ;1580.27;NI - 00037;41843.00042;21;1
01166-08-2014;41878.68249;DIMARI TOTAL SECURITY EIRL ;4287.53;NI - 00078;41879.48065;21;1
01162-08-2014;41877.54006;DIMARI TOTAL SECURITY EIRL ;233.23;NI - 00102;41878.00001;21;1
01138-08-2014;41869.78326;DIMARI TOTAL SECURITY EIRL ;971.02;NI - 00073;41870.47022;21;1
OC-0020-04-17;42830.48407;DIMARI TOTAL SECURITY EIRL ;97.53;NI - 03580;42831.66692;21;1
OC-0094-01-17;42758.46753;DIMARI TOTAL SECURITY EIRL ;1039.87;NI - 03118;42759.61143;21;1
OC-0032-05-17;42863.62643;DIMARI TOTAL SECURITY EIRL ;590;NI - 03743;42864.55653;21;1
OC-0060-11-16;42685.79669;DIMARI TOTAL SECURITY EIRL ;612.7;NI - 02632;42686.37112;21;1
OC-0071-12-16;42723.62829;DIMARI TOTAL SECURITY EIRL ;2408.6;NI - 02885;42724.75827;21;1
OC-0064-03-17;42810.49224;DIMARI TOTAL SECURITY EIRL ;732.02;NI - 03461;42811.42471;21;1
OC-0103-03-17;42816.7402;DIMARI TOTAL SECURITY EIRL ;542.04;NI - 03501;42817.59519;21;1
OC-0098-03-17;42816.68231;DIMARI TOTAL SECURITY EIRL ;1069.16;NI - 03502;42817.6;21;1
OC-0109-05-16;42520.66026;DIMARI TOTAL SECURITY EIRL ;461.97;NI - 01895;42522.65113;21;2
OC-0057-06-16;42537.68023;DIMARI TOTAL SECURITY EIRL ;210.28;NI - 01971;42539.44869;21;2
OC-0022-04-16;42471.53037;DIMARI TOTAL SECURITY EIRL ;242.37;NI - 01642;42473.67731;21;2
OC-0039-02-17;42773.64253;DIMARI TOTAL SECURITY EIRL ;938.4;NI - 03241;42775.81788;21;2
OC-0039-02-17;42773.64253;DIMARI TOTAL SECURITY EIRL ;938.4;NI - 03247;42775.8225;21;2
OC-0087-03-17;42815.44267;DIMARI TOTAL SECURITY EIRL ;1324.64;NI - 03500;42817.57962;21;2
OC-0088-03-17;42815.50211;DIMARI TOTAL SECURITY EIRL ;600.01;NI - 03503;42817.61331;21;2
OC-0008-01-17;42739.61757;DIMARI TOTAL SECURITY EIRL ;1285.39;NI - 03005;42741.37535;21;2
01127-10-2015;42291;DIMARI TOTAL SECURITY EIRL ;60.95;NI - 00949;42293.4002;21;2
01134-10-2015;42291;DIMARI TOTAL SECURITY EIRL ;1808.01;NI - 00951;42293.40441;21;2
OC-0017-04-17;42829.75958;DIMARI TOTAL SECURITY EIRL ;1143.75;NI - 03584;42831.75273;21;2
OC-0053-03-17;42808.70728;DIMARI TOTAL SECURITY EIRL ;446.98;NI - 03460;42810.57305;21;2
01223-10-2015;42305;DIMARI TOTAL SECURITY EIRL ;699.98;NI - 01028;42307.69124;21;2
OC-0004-05-17;42857.47941;DIMARI TOTAL SECURITY EIRL ;1750.09;NI - 03726;42859.79489;21;2
OC-0004-05-17;42857.47941;DIMARI TOTAL SECURITY EIRL ;1750.09;NI - 03727;42859.79609;21;2
OC-0002-06-16;42523.65931;DIMARI TOTAL SECURITY EIRL ;3427.98;NI - 01909;42525.7029;21;2
OC-0002-06-16;42523.65931;DIMARI TOTAL SECURITY EIRL ;3427.98;NI - 01910;42525.70396;21;2
00913-09-2015;42255;DIMARI TOTAL SECURITY EIRL ;791.51;NI - 00776;42257.65746;21;2
00998-07-2014;41822.49442;DIMARI TOTAL SECURITY EIRL ;1704.49;NI - 00007;41824.00007;21;2
01029-09-2015;42273;DIMARI TOTAL SECURITY EIRL ;1052.34;NI - 00867;42275.58586;21;2
00888-09-2015;42250;DIMARI TOTAL SECURITY EIRL ;126;NI - 00757;42252.69623;21;2
00809-08-2015;42235;DIMARI TOTAL SECURITY EIRL ;550.12;NI - 00677;42237.49366;21;2
OC-0127-11-15;42332.66665;DIMARI TOTAL SECURITY EIRL ;932.58;NI - 01152;42334.61829;21;2
00674-07-2015;42205;DIMARI TOTAL SECURITY EIRL ;1046.62;NI - 00561;42207.44993;21;2
00639-07-2015;42193;DIMARI TOTAL SECURITY EIRL ;456.19;NI - 00522;42195.60258;21;2
00640-07-2015;42193;DIMARI TOTAL SECURITY EIRL ;608;NI - 00524;42195.68246;21;2
00706-07-2015;42210;DIMARI TOTAL SECURITY EIRL ;1945.08;NI - 00575;42212.54083;21;2
00678-07-2015;42206;DIMARI TOTAL SECURITY EIRL ;1451.21;NI - 00566;42208.50254;21;2
00569-06-2015;42171;DIMARI TOTAL SECURITY EIRL ;1890.69;NI - 00452;42173.47934;21;2
00601-06-2015;42179;DIMARI TOTAL SECURITY EIRL ;985.16;NI - 00481;42181.67042;21;2
00614-06-2015;42185;DIMARI TOTAL SECURITY EIRL ;1088.63;NI - 00504;42188.61695;21;3
00755-08-2015;42226;DIMARI TOTAL SECURITY EIRL ;1045.99;NI - 00647;42229.65614;21;3
OC-0121-01-17;42762.70589;DIMARI TOTAL SECURITY EIRL ;1572.11;NI - 03162;42765.79061;21;3
OC-0121-01-17;42762.70589;DIMARI TOTAL SECURITY EIRL ;1572.11;NI - 03163;42765.79209;21;3
OC-0116-12-16;42732.74726;DIMARI TOTAL SECURITY EIRL ;184.93;NI - 02989;42735.49465;21;3
00511-06-2015;42157;DIMARI TOTAL SECURITY EIRL ;623.89;NI - 00364;42160.35271;21;3
00563-06-2015;42170;DIMARI TOTAL SECURITY EIRL ;2589.32;NI - 00451;42173.4757;21;3
01023-09-2015;42272.40367;DIMARI TOTAL SECURITY EIRL ;273.76;NI - 00868;42275.59672;21;3
00852-08-2015;42244;DIMARI TOTAL SECURITY EIRL ;320.96;NI - 00730;42247.74251;21;3
00945-09-2015;42259.40367;DIMARI TOTAL SECURITY EIRL ;1623.6;NI - 00799;42262.42335;21;3
00900-09-2015;42251.62616;DIMARI TOTAL SECURITY EIRL ;3818.66;NI - 00766;42254.7387;21;3
00995-07-2014;41821.66565;DIMARI TOTAL SECURITY EIRL ;94.33;NI - 00009;41824.00009;21;3
01093-08-2014;41852.70571;DIMARI TOTAL SECURITY EIRL ;1433.7;NI - 00088;41855.54969;21;3
01161-10-2015;42296;DIMARI TOTAL SECURITY EIRL ;2726.51;NI - 00973;42299.57572;21;3
01161-10-2015;42296;DIMARI TOTAL SECURITY EIRL ;2726.51;NI - 00964;42299.57627;21;3
OC-0048-11-15;42317.65198;DIMARI TOTAL SECURITY EIRL ;2952.84;NI - 01097;42320.50612;21;3
OC-0048-12-15;42356.49069;DIMARI TOTAL SECURITY EIRL ;1955.79;NI - 01246;42359.64701;21;3
OC-0051-06-16;42536.68491;DIMARI TOTAL SECURITY EIRL ;1477.56;NI - 01970;42539.44691;21;3
OC-0051-11-15;42317.73366;DIMARI TOTAL SECURITY EIRL ;294.76;NI - 01098;42320.59841;21;3
OC-0006-05-16;42493.53588;DIMARI TOTAL SECURITY EIRL ;7388.43;NI - 01766;42496.66051;21;3
OC-0006-05-16;42493.53588;DIMARI TOTAL SECURITY EIRL ;7388.43;NI - 01767;42496.66692;21;3
OC-0015-01-17;42741.5326;DIMARI TOTAL SECURITY EIRL ;836.64;NI - 03014;42744.4701;21;3
01118-08-2014;41863.44015;DIMARI TOTAL SECURITY EIRL ;545.46;NI - 00066;41866.45588;21;3
OC-0010-07-16;42553.54689;DIMARI TOTAL SECURITY EIRL ;3737.17;NI - 02009;42556.69559;21;3
OC-0010-07-16;42553.54689;DIMARI TOTAL SECURITY EIRL ;3737.17;NI - 02010;42556.69702;21;3
OC-0011-07-16;42553.54916;DIMARI TOTAL SECURITY EIRL ;182.43;NI - 02011;42556.69978;21;3
OC-0088-11-15;42324.79615;DIMARI TOTAL SECURITY EIRL ;389.62;NI - 01123;42327.58177;21;3
OC-0091-04-17;42849.50413;DIMARI TOTAL SECURITY EIRL ;522.22;NI - 03670;42852.41425;21;3
OC-0034-01-16;42380.72843;DIMARI TOTAL SECURITY EIRL ;754.98;NI - 01293;42383.63312;21;3
OC-0037-06-16;42531.45359;DIMARI TOTAL SECURITY EIRL ;767.19;NI - 01943;42534.48801;21;3
