ID_DIARIO;BUS_FK;PK_BUS_PERIODO_toMP;PERIODO;DIAS_MES_aux;DIAS_LABORADOS;TIEMPO_DISPONIBLE;KM_EFECTUADOS;KM_PENDIENTES;TIEMPO_OPERATIVO;T_prom_Descanso_Vuelta_aux; PARADAS_ADMINSITRATIVAS ;Nro_Averias;Hrs_Averiado;Hrs_Prev; PARADAS PLANIFICADAS ; xTC ;xDisponibilidad
94;16;1644835;1/10/2022;31;31;744; 4,963.20 ; 864.80 ;264; 55.44 ; 132.44 ;8.00;44.50; 77.00 ; 226.06 ; 308.50 ; 0.8558 
95;16;1644866;1/11/2022;30;30;720; 4,888.00 ; 752.00 ;260; 54.60 ; 129.60 ;7.00;41.50; 75.00 ; 213.90 ; 301.50 ; 0.8624 
96;16;1644896;1/12/2022;31;31;744; 5,132.40 ; 695.60 ;273; 57.33 ; 134.33 ;4.00;31.50; 77.00 ; 228.17 ; 304.50 ; 0.8966 
309;16;1644927;1/01/2023;31;31;744; 5,188.80 ; 639.20 ;276; 57.96 ; 134.96 ;7.00;26.00; 77.00 ; 230.04 ; 302.00 ; 0.9139 
349;16;1644958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ; 127.28 ;5.00;23.50; 71.00 ; 182.22 ; 291.50 ; 0.9194 
97;17;1744743;1/07/2022;31;31;744; 5,076.00 ; 752.00 ;270; 56.70 ; 133.70 ;5.00;50.50; 77.00 ;; 320.50 ; 0.8424 
98;17;1744774;1/08/2022;31;31;744; 5,170.00 ; 658.00 ;275; 57.75 ; 134.75 ;3.00;19.50; 77.00 ;; 294.50 ; 0.9338 
99;17;1744805;1/09/2022;30;30;720; 4,831.60 ; 808.40 ;257; 53.97 ; 128.97 ;7.00;54.50; 75.00 ;; 311.50 ; 0.8250 
100;17;1744835;1/10/2022;31;31;744; 5,113.60 ; 714.40 ;272; 57.12 ; 134.12 ;8.00;47.50; 77.00 ;; 319.50 ; 0.8513 
101;17;1744866;1/11/2022;30;30;720; 5,019.60 ; 620.40 ;267; 56.07 ; 131.07 ;6.00;44.50; 75.00 ;; 311.50 ; 0.8571 
102;17;1744896;1/12/2022;31;31;744; 4,963.20 ; 864.80 ;264; 55.44 ; 132.44 ;8.00;48.50; 77.00 ;; 312.50 ; 0.8448 
310;17;1744927;1/01/2023;31;31;744; 5,151.20 ; 676.80 ;274; 57.54 ; 134.54 ;3.00;10.50; 77.00 ;; 284.50 ; 0.9631 
350;17;1744958;1/02/2023;28;28;672; 4,869.20 ; 394.80 ;259; 54.39 ; 125.39 ;6.00;33.50; 71.00 ;; 292.50 ; 0.8855 
103;18;1844743;1/07/2022;31;31;744; 4,963.20 ; 864.80 ;264; 55.44 ; 132.44 ;13.00;55.50; 77.00 ;; 319.50 ; 0.8263 
104;18;1844774;1/08/2022;31;31;744; 4,831.60 ; 996.40 ;257; 53.97 ; 130.97 ;12.00;39.50; 77.00 ;; 296.50 ; 0.8668 
105;18;1844805;1/09/2022;30;30;720; 4,944.40 ; 695.60 ;263; 55.23 ; 130.23 ;8.00;35.50; 75.00 ;; 298.50 ; 0.8811 
106;18;1844835;1/10/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ; 133.07 ;8.00;41.50; 77.00 ;; 308.50 ; 0.8655 
107;18;1844866;1/11/2022;30;30;720; 5,000.80 ; 639.20 ;266; 55.86 ; 130.86 ;9.00;48.50; 75.00 ;; 314.50 ; 0.8458 
108;18;1844896;1/12/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ; 133.49 ;12.00;44.50; 77.00 ;; 313.50 ; 0.8581 
311;18;1844927;1/01/2023;31;31;744; 5,395.60 ; 432.40 ;287; 60.27 ; 137.27 ;3.00;22.50; 77.00 ;; 309.50 ; 0.9273 
351;18;1844958;1/02/2023;28;28;672; 5,076.00 ; 188.00 ;270; 56.70 ; 127.70 ;5.00;22.00; 71.00 ;; 292.00 ; 0.9247 
109;19;1944743;1/07/2022;31;31;744; 5,132.40 ; 695.60 ;273; 57.33 ; 134.33 ;15.00;51.50; 77.00 ;; 324.50 ; 0.8413 
110;19;1944774;1/08/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ; 133.49 ;13.00;53.00; 77.00 ;; 322.00 ; 0.8354 
111;19;1944805;1/09/2022;30;30;720; 5,160.60 ; 479.40 ;274.5; 57.65 ; 132.65 ;11.00;51.00; 75.00 ;; 325.50 ; 0.8433 
112;19;1944835;1/10/2022;31;31;744; 5,188.80 ; 639.20 ;276; 57.96 ; 134.96 ;9.00;54.00; 77.00 ;; 330.00 ; 0.8364 
113;19;1944866;1/11/2022;30;30;720; 5,057.20 ; 582.80 ;269; 56.49 ; 131.49 ;8.00;50.50; 75.00 ;; 319.50 ; 0.8419 
114;19;1944896;1/12/2022;31;31;744; 5,170.00 ; 658.00 ;275; 57.75 ; 134.75 ;6.00;44.50; 77.00 ;; 319.50 ; 0.8607 
312;19;1944927;1/01/2023;31;31;744; 5,217.00 ; 611.00 ;277.5; 58.28 ; 135.28 ;5.00;32.50; 77.00 ;; 310.00 ; 0.8952 
352;19;1944958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ; 127.28 ;5.00;29.50; 71.00 ;; 297.50 ; 0.9008 
115;20;2044743;1/07/2022;31;31;744; 4,568.40 ; 1,259.60 ;243; 51.03 ; 128.03 ;10.00;70.50; 77.00 ; 225.47 ; 313.50 ; 0.7751 
116;20;2044774;1/08/2022;31;31;744; 4,436.80 ; 1,391.20 ;236; 49.56 ; 126.56 ;11.00;87.00; 77.00 ; 217.44 ; 323.00 ; 0.7307 
117;20;2044805;1/09/2022;30;30;720; 4,418.00 ; 1,222.00 ;235; 49.35 ; 124.35 ;8.00;77.50; 75.00 ; 208.15 ; 312.50 ; 0.7520 
118;20;2044835;1/10/2022;31;31;744; 4,342.80 ; 1,485.20 ;231; 48.51 ; 125.51 ;8.00;92.50; 77.00 ; 217.99 ; 323.50 ; 0.7141 
119;20;2044866;1/11/2022;30;30;720; 4,258.20 ; 1,381.80 ;226.5; 47.57 ; 122.57 ;9.00;82.50; 75.00 ; 213.44 ; 309.00 ; 0.7330 
120;20;2044896;1/12/2022;31;31;744; 4,765.80 ; 1,062.20 ;253.5; 53.24 ; 130.24 ;12.00;65.00; 77.00 ; 218.27 ; 318.50 ; 0.7959 
313;20;2044927;1/01/2023;31;31;744; 4,963.20 ; 864.80 ;264; 55.44 ; 132.44 ;6.00;43.50; 77.00 ; 227.06 ; 307.50 ; 0.8585 
353;20;2044958;1/02/2023;28;28;672; 4,794.00 ; 470.00 ;255; 53.55 ; 124.55 ;6.00;32.00; 71.00 ; 189.45 ; 287.00 ; 0.8885 
121;21;2144743;1/07/2022;31;31;744; 5,113.60 ; 714.40 ;272; 57.12 ; 134.12 ;8.00;37.50; 77.00 ;; 309.50 ; 0.8788 
122;21;2144774;1/08/2022;31;31;744; 4,982.00 ; 846.00 ;265; 55.65 ; 132.65 ;9.00;67.50; 77.00 ;; 332.50 ; 0.7970 
123;21;2144805;1/09/2022;30;30;720; 4,681.20 ; 958.80 ;249; 52.29 ; 127.29 ;12.00;69.50; 75.00 ;; 318.50 ; 0.7818 
124;21;2144835;1/10/2022;31;31;744; 4,906.80 ; 921.20 ;261; 54.81 ; 131.81 ;10.00;68.50; 77.00 ;; 329.50 ; 0.7921 
125;21;2144866;1/11/2022;30;30;720; 4,775.20 ; 864.80 ;254; 53.34 ; 128.34 ;7.00;60.50; 75.00 ;; 314.50 ; 0.8076 
126;21;2144896;1/12/2022;31;31;744; 5,151.20 ; 676.80 ;274; 57.54 ; 134.54 ;5.00;44.50; 77.00 ;; 318.50 ; 0.8603 
314;21;2144927;1/01/2023;31;31;744; 5,245.20 ; 582.80 ;279; 58.59 ; 135.59 ;6.00;37.50; 77.00 ;; 316.50 ; 0.8815 
354;21;2144958;1/02/2023;28;28;672; 5,019.60 ; 244.40 ;267; 56.07 ; 127.07 ;4.00;30.50; 71.00 ;; 297.50 ; 0.8975 
127;22;2244743;1/07/2022;31;31;744; 4,512.00 ; 1,316.00 ;240; 50.40 ; 127.40 ;10.00;85.50; 77.00 ;; 325.50 ; 0.7373 
128;22;2244774;1/08/2022;31;31;744; 4,267.60 ; 1,560.40 ;227; 47.67 ; 124.67 ;11.00;83.50; 77.00 ;; 310.50 ; 0.7311 
129;22;2244805;1/09/2022;30;30;720; 4,474.40 ; 1,165.60 ;238; 49.98 ; 124.98 ;11.00;73.00; 75.00 ;; 311.00 ; 0.7653 
130;22;2244835;1/10/2022;31;31;744; 4,568.40 ; 1,259.60 ;243; 51.03 ; 128.03 ;7.00;71.50; 77.00 ;; 314.50 ; 0.7727 
131;22;2244866;1/11/2022;30;30;720; 4,587.20 ; 1,052.80 ;244; 51.24 ; 126.24 ;7.00;59.50; 75.00 ;; 303.50 ; 0.8040 
132;22;2244896;1/12/2022;31;31;744; 4,624.80 ; 1,203.20 ;246; 51.66 ; 128.66 ;6.00;58.50; 77.00 ;; 304.50 ; 0.8079 
315;22;2244927;1/01/2023;31;31;744; 4,869.20 ; 958.80 ;259; 54.39 ; 131.39 ;5.00;51.00; 77.00 ;; 310.00 ; 0.8355 
355;22;2244958;1/02/2023;28;28;672; 4,944.40 ; 319.60 ;263; 55.23 ; 126.23 ;5.00;42.50; 71.00 ;; 305.50 ; 0.8609 
133;23;2344743;1/07/2022;31;31;744; 5,264.00 ; 564.00 ;280; 58.80 ; 135.80 ;9.00;55.50; 77.00 ;; 335.50 ; 0.8346 
134;23;2344774;1/08/2022;31;31;744; 5,038.40 ; 789.60 ;268; 56.28 ; 133.28 ;10.00;64.50; 77.00 ;; 332.50 ; 0.8060 
135;23;2344805;1/09/2022;30;30;720; 4,662.40 ; 977.60 ;248; 52.08 ; 127.08 ;12.00;80.50; 75.00 ;; 328.50 ; 0.7549 
136;23;2344835;1/10/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ; 133.07 ;11.00;68.50; 77.00 ;; 335.50 ; 0.7958 
137;23;2344866;1/11/2022;30;30;720; 4,963.20 ; 676.80 ;264; 55.44 ; 130.44 ;9.00;54.50; 75.00 ;; 318.50 ; 0.8289 
138;23;2344896;1/12/2022;31;31;744; 5,339.20 ; 488.80 ;284; 59.64 ; 136.64 ;8.00;38.50; 77.00 ;; 322.50 ; 0.8806 
316;23;2344927;1/01/2023;31;31;744; 5,583.60 ; 244.40 ;297; 62.37 ; 139.37 ;5.00;30.50; 77.00 ;; 327.50 ; 0.9069 
356;23;2344958;1/02/2023;28;28;672; 4,963.20 ; 300.80 ;264; 55.44 ; 126.44 ;6.00;22.00; 71.00 ;; 286.00 ; 0.9231 
139;24;2444743;1/07/2022;31;31;744; 5,132.40 ; 695.60 ;273; 57.33 ; 134.33 ;15.00;51.50; 77.00 ;; 324.50 ; 0.8413 
140;24;2444774;1/08/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ; 133.49 ;10.00;41.00; 77.00 ;; 310.00 ; 0.8677 
141;24;2444805;1/09/2022;30;30;720; 5,160.60 ; 479.40 ;274.5; 57.65 ; 132.65 ;11.00;51.00; 75.00 ;; 325.50 ; 0.8433 
142;24;2444835;1/10/2022;31;31;744; 5,188.80 ; 639.20 ;276; 57.96 ; 134.96 ;9.00;54.00; 77.00 ;; 330.00 ; 0.8364 
143;24;2444866;1/11/2022;30;30;720; 5,057.20 ; 582.80 ;269; 56.49 ; 131.49 ;8.00;50.50; 75.00 ;; 319.50 ; 0.8419 
144;24;2444896;1/12/2022;31;31;744; 5,170.00 ; 658.00 ;275; 57.75 ; 134.75 ;6.00;44.50; 77.00 ;; 319.50 ; 0.8607 
317;24;2444927;1/01/2023;31;31;744; 5,217.00 ; 611.00 ;277.5; 58.28 ; 135.28 ;6.00;40.50; 77.00 ;; 318.00 ; 0.8726 
357;24;2444958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ; 127.28 ;4.00;20.50; 71.00 ;; 288.50 ; 0.9289 
145;25;2544743;1/07/2022;31;31;744; 4,050.46 ; 1,777.54 ;215.45; 45.24 ;3899.17101;10.00;69.50; 77.00 ;-3,517.12 ; 284.95 ; 0.7561 
146;25;2544774;1/08/2022;31;31;744; 4,523.34 ; 1,304.66 ;240.6034; 50.53 ;4730.310965;7.00;58.50; 77.00 ;-4,362.41 ; 299.10 ; 0.8044 
147;25;2544805;1/09/2022;30;30;720; 4,441.50 ; 1,198.50 ;236.25; 49.61 ;4688.38125;10.00;60.50; 75.00 ;-4,340.13 ; 296.75 ; 0.7961 
148;25;2544835;1/10/2022;31;31;744; 4,345.47 ; 1,482.53 ;231.1422; 48.54 ;4348.686237;8.00;49.50; 77.00 ;-3,962.33 ; 280.64 ; 0.8236 
149;25;2544866;1/11/2022;30;30;720; 4,156.91 ; 1,483.09 ;221.112; 46.43 ;4123.296576;7.00;41.50; 75.00 ;-3,740.91 ; 262.61 ; 0.8420 
150;25;2544896;1/12/2022;31;31;744; 3,361.82 ; 2,466.18 ;178.8204; 37.55 ;2654.195433;4.00;31.50; 77.00 ;-2,197.52 ; 210.32 ; 0.8502 
318;25;2544927;1/01/2023;31;31;744; 3,902.43 ; 1,925.57 ;207.576; 43.59 ;3648.563352;7.00;26.00; 77.00 ;-3,215.14 ; 233.58 ; 0.8887 
358;25;2544958;1/02/2023;28;28;672; 5,208.46 ; 55.54 ;277.046; 58.18 ;6271.767348;5.00;23.50; 71.00 ;-5,971.31 ; 300.55 ; 0.9218 
151;26;2644743;1/07/2022;31;31;744; 4,888.00 ; 940.00 ;260; 54.60 ;;11.00;67.00; 77.00 ;; 327.00 ; 0.7951 
152;26;2644774;1/08/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ;;10.00;62.50; 77.00 ;; 329.50 ; 0.8103 
153;26;2644805;1/09/2022;30;30;720; 4,925.60 ; 714.40 ;262; 55.02 ;;7.00;52.50; 75.00 ;; 314.50 ; 0.8331 
154;26;2644835;1/10/2022;31;31;744; 5,000.80 ; 827.20 ;266; 55.86 ;;11.00;69.50; 77.00 ;; 335.50 ; 0.7928 
155;26;2644866;1/11/2022;30;30;720; 4,906.80 ; 733.20 ;261; 54.81 ;;10.00;56.50; 75.00 ;; 317.50 ; 0.8220 
156;26;2644896;1/12/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ;;11.00;63.50; 77.00 ;; 332.50 ; 0.8090 
319;26;2644927;1/01/2023;31;31;744; 5,414.40 ; 413.60 ;288; 60.48 ;;7.00;40.50; 77.00 ;; 328.50 ; 0.8767 
359;26;2644958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ;;5.00;27.50; 71.00 ;; 295.50 ; 0.9069 
157;27;2744743;1/07/2022;31;31;744; 5,076.00 ; 752.00 ;270; 56.70 ;;4.00;50.00; 77.00 ;; 320.00 ; 0.8438 
158;27;2744774;1/08/2022;31;31;744; 5,170.00 ; 658.00 ;275; 57.75 ;;4.00;37.50; 77.00 ;; 312.50 ; 0.8800 
159;27;2744805;1/09/2022;30;30;720; 4,831.60 ; 808.40 ;257; 53.97 ;;7.00;54.50; 75.00 ;; 311.50 ; 0.8250 
160;27;2744835;1/10/2022;31;31;744; 5,113.60 ; 714.40 ;272; 57.12 ;;8.00;47.50; 77.00 ;; 319.50 ; 0.8513 
161;27;2744866;1/11/2022;30;30;720; 5,019.60 ; 620.40 ;267; 56.07 ;;6.00;44.50; 75.00 ;; 311.50 ; 0.8571 
162;27;2744896;1/12/2022;31;31;744; 4,963.20 ; 864.80 ;264; 55.44 ;;8.00;48.50; 77.00 ;; 312.50 ; 0.8448 
320;27;2744927;1/01/2023;31;31;744; 5,151.20 ; 676.80 ;274; 57.54 ;;5.00;37.50; 77.00 ;; 311.50 ; 0.8796 
360;27;2744958;1/02/2023;28;28;672; 4,869.20 ; 394.80 ;259; 54.39 ;;5.00;26.50; 71.00 ;; 285.50 ; 0.9072 
163;28;2844743;1/07/2022;31;31;744; 5,320.40 ; 507.60 ;283; 59.43 ;;4.00;55.00; 77.00 ;; 338.00 ; 0.8373 
164;28;2844774;1/08/2022;31;31;744; 5,226.40 ; 601.60 ;278; 58.38 ;;7.00;47.50; 77.00 ;; 325.50 ; 0.8541 
165;28;2844805;1/09/2022;30;30;720; 5,245.20 ; 394.80 ;279; 58.59 ;;8.00;47.50; 75.00 ;; 326.50 ; 0.8545 
166;28;2844835;1/10/2022;31;31;744; 5,339.20 ; 488.80 ;284; 59.64 ;;5.00;28.50; 77.00 ;; 312.50 ; 0.9088 
167;28;2844866;1/11/2022;30;30;720; 5,264.00 ; 376.00 ;280; 58.80 ;;4.00;33.50; 75.00 ;; 313.50 ; 0.8931 
168;28;2844896;1/12/2022;31;31;744; 5,376.80 ; 451.20 ;286; 60.06 ;;9.00;39.50; 77.00 ;; 325.50 ; 0.8786 
321;28;2844927;1/01/2023;31;31;744; 5,527.20 ; 300.80 ;294; 61.74 ;;5.00;20.50; 77.00 ;; 314.50 ; 0.9348 
361;28;2844958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ;;5.00;16.00; 71.00 ;; 284.00 ; 0.9437 
169;29;2944743;1/07/2022;31;31;744; 5,132.40 ; 695.60 ;273; 57.33 ;;12.00;44.00; 77.00 ;; 317.00 ; 0.8612 
170;29;2944774;1/08/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ;;13.00;53.00; 77.00 ;; 322.00 ; 0.8354 
171;29;2944805;1/09/2022;30;30;720; 5,160.60 ; 479.40 ;274.5; 57.65 ;;11.00;51.00; 75.00 ;; 325.50 ; 0.8433 
172;29;2944835;1/10/2022;31;31;744; 5,188.80 ; 639.20 ;276; 57.96 ;;9.00;54.00; 77.00 ;; 330.00 ; 0.8364 
173;29;2944866;1/11/2022;30;30;720; 5,057.20 ; 582.80 ;269; 56.49 ;;8.00;50.50; 75.00 ;; 319.50 ; 0.8419 
174;29;2944896;1/12/2022;31;31;744; 5,170.00 ; 658.00 ;275; 57.75 ;;5.00;27.50; 77.00 ;; 302.50 ; 0.9091 
322;29;2944927;1/01/2023;31;31;744; 5,217.00 ; 611.00 ;277.5; 58.28 ;;6.00;40.50; 77.00 ;; 318.00 ; 0.8726 
362;29;2944958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ;;5.00;29.50; 71.00 ;; 297.50 ; 0.9008 
175;30;3044743;1/07/2022;31;31;744; 4,888.00 ; 940.00 ;260; 54.60 ;;11.00;67.00; 77.00 ;; 327.00 ; 0.7951 
176;30;3044774;1/08/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ;;10.00;62.50; 77.00 ;; 329.50 ; 0.8103 
177;30;3044805;1/09/2022;30;30;720; 4,925.60 ; 714.40 ;262; 55.02 ;;7.00;52.50; 75.00 ;; 314.50 ; 0.8331 
178;30;3044835;1/10/2022;31;31;744; 5,000.80 ; 827.20 ;266; 55.86 ;;11.00;69.50; 77.00 ;; 335.50 ; 0.7928 
179;30;3044866;1/11/2022;30;30;720; 4,906.80 ; 733.20 ;261; 54.81 ;;10.00;56.50; 75.00 ;; 317.50 ; 0.8220 
180;30;3044896;1/12/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ;;11.00;63.50; 77.00 ;; 332.50 ; 0.8090 
323;30;3044927;1/01/2023;31;31;744; 5,414.40 ; 413.60 ;288; 60.48 ;;5.00;25.50; 77.00 ;; 313.50 ; 0.9187 
363;30;3044958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ;;6.00;32.50; 71.00 ;; 300.50 ; 0.8918 
181;31;3144743;1/07/2022;31;31;744; 5,113.60 ; 714.40 ;272; 57.12 ;;9.00;48.50; 77.00 ;; 320.50 ; 0.8487 
182;31;3144774;1/08/2022;31;31;744; 4,982.00 ; 846.00 ;265; 55.65 ;;9.00;67.50; 77.00 ;; 332.50 ; 0.7970 
183;31;3144805;1/09/2022;30;30;720; 4,681.20 ; 958.80 ;249; 52.29 ;;12.00;69.50; 75.00 ;; 318.50 ; 0.7818 
184;31;3144835;1/10/2022;31;31;744; 4,906.80 ; 921.20 ;261; 54.81 ;;10.00;68.50; 77.00 ;; 329.50 ; 0.7921 
185;31;3144866;1/11/2022;30;30;720; 4,775.20 ; 864.80 ;254; 53.34 ;;7.00;60.50; 75.00 ;; 314.50 ; 0.8076 
186;31;3144896;1/12/2022;31;31;744; 5,151.20 ; 676.80 ;274; 57.54 ;;5.00;44.50; 77.00 ;; 318.50 ; 0.8603 
324;31;3144927;1/01/2023;31;31;744; 5,245.20 ; 582.80 ;279; 58.59 ;;6.00;37.50; 77.00 ;; 316.50 ; 0.8815 
364;31;3144958;1/02/2023;28;28;672; 5,019.60 ; 244.40 ;267; 56.07 ;;4.00;30.50; 71.00 ;; 297.50 ; 0.8975 
187;32;3244743;1/07/2022;31;31;744; 4,888.00 ; 940.00 ;260; 54.60 ;;11.00;67.00; 77.00 ;; 327.00 ; 0.7951 
188;32;3244774;1/08/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ;;10.00;62.50; 77.00 ;; 329.50 ; 0.8103 
189;32;3244805;1/09/2022;30;30;720; 4,925.60 ; 714.40 ;262; 55.02 ;;7.00;52.50; 75.00 ;; 314.50 ; 0.8331 
190;32;3244835;1/10/2022;31;31;744; 5,000.80 ; 827.20 ;266; 55.86 ;;11.00;69.50; 77.00 ;; 335.50 ; 0.7928 
191;32;3244866;1/11/2022;30;30;720; 4,906.80 ; 733.20 ;261; 54.81 ;;10.00;56.50; 75.00 ;; 317.50 ; 0.8220 
192;32;3244896;1/12/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ;;11.00;63.50; 77.00 ;; 332.50 ; 0.8090 
325;32;3244927;1/01/2023;31;31;744; 5,414.40 ; 413.60 ;288; 60.48 ;;7.00;40.50; 77.00 ;; 328.50 ; 0.8767 
365;32;3244958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ;;6.00;32.50; 71.00 ;; 300.50 ; 0.8918 
193;33;3344743;1/07/2022;31;31;744; 5,264.00 ; 564.00 ;280; 58.80 ;;8.00;55.00; 77.00 ;; 335.00 ; 0.8358 
194;33;3344774;1/08/2022;31;31;744; 5,038.40 ; 789.60 ;268; 56.28 ;;10.00;64.50; 77.00 ;; 332.50 ; 0.8060 
195;33;3344805;1/09/2022;30;30;720; 4,662.40 ; 977.60 ;248; 52.08 ;;12.00;80.50; 75.00 ;; 328.50 ; 0.7549 
196;33;3344835;1/10/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ;;11.00;68.50; 77.00 ;; 335.50 ; 0.7958 
197;33;3344866;1/11/2022;30;30;720; 4,963.20 ; 676.80 ;264; 55.44 ;;9.00;54.50; 75.00 ;; 318.50 ; 0.8289 
198;33;3344896;1/12/2022;31;31;744; 5,339.20 ; 488.80 ;284; 59.64 ;;8.00;38.50; 77.00 ;; 322.50 ; 0.8806 
326;33;3344927;1/01/2023;31;31;744; 5,583.60 ; 244.40 ;297; 62.37 ;;5.00;30.50; 77.00 ;; 327.50 ; 0.9069 
366;33;3344958;1/02/2023;28;28;672; 4,963.20 ; 300.80 ;264; 55.44 ;;6.00;22.00; 71.00 ;; 286.00 ; 0.9231 
199;34;3444743;1/07/2022;31;31;744; 4,963.20 ; 864.80 ;264; 55.44 ;;12.00;55.00; 77.00 ;; 319.00 ; 0.8276 
200;34;3444774;1/08/2022;31;31;744; 4,831.60 ; 996.40 ;257; 53.97 ;;14.00;47.50; 77.00 ;; 304.50 ; 0.8440 
201;34;3444805;1/09/2022;30;30;720; 4,944.40 ; 695.60 ;263; 55.23 ;;8.00;35.50; 75.00 ;; 298.50 ; 0.8811 
202;34;3444835;1/10/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ;;8.00;41.50; 77.00 ;; 308.50 ; 0.8655 
203;34;3444866;1/11/2022;30;30;720; 5,000.80 ; 639.20 ;266; 55.86 ;;9.00;48.50; 75.00 ;; 314.50 ; 0.8458 
204;34;3444896;1/12/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ;;12.00;44.50; 77.00 ;; 313.50 ; 0.8581 
327;34;3444927;1/01/2023;31;31;744; 5,395.60 ; 432.40 ;287; 60.27 ;;5.00;31.00; 77.00 ;; 318.00 ; 0.9025 
367;34;3444958;1/02/2023;28;28;672; 5,076.00 ; 188.00 ;270; 56.70 ;;4.00;17.00; 71.00 ;; 287.00 ; 0.9408 
205;35;3544743;1/07/2022;31;31;744; 4,888.00 ; 940.00 ;260; 54.60 ;;10.00;59.00; 77.00 ;; 319.00 ; 0.8150 
206;35;3544774;1/08/2022;31;31;744; 5,019.60 ; 808.40 ;267; 56.07 ;;10.00;62.50; 77.00 ;; 329.50 ; 0.8103 
207;35;3544805;1/09/2022;30;30;720; 4,925.60 ; 714.40 ;262; 55.02 ;;9.00;57.50; 75.00 ;; 319.50 ; 0.8200 
208;35;3544835;1/10/2022;31;31;744; 5,000.80 ; 827.20 ;266; 55.86 ;;11.00;69.50; 77.00 ;; 335.50 ; 0.7928 
209;35;3544866;1/11/2022;30;30;720; 4,906.80 ; 733.20 ;261; 54.81 ;;10.00;56.50; 75.00 ;; 317.50 ; 0.8220 
210;35;3544896;1/12/2022;31;31;744; 5,057.20 ; 770.80 ;269; 56.49 ;;11.00;63.50; 77.00 ;; 332.50 ; 0.8090 
328;35;3544927;1/01/2023;31;31;744; 5,414.40 ; 413.60 ;288; 60.48 ;;7.00;40.50; 77.00 ;; 328.50 ; 0.8767 
368;35;3544958;1/02/2023;28;28;672; 5,038.40 ; 225.60 ;268; 56.28 ;;5.00;24.50; 71.00 ;; 292.50 ; 0.9162 
211;36;3644743;1/07/2022;31;31;744; 4,568.40 ; 1,259.60 ;243; 51.03 ;;9.00;70.00; 77.00 ; 354.00 ; 313.00 ; 0.7764 
212;36;3644774;1/08/2022;31;31;744; 4,436.80 ; 1,391.20 ;236; 49.56 ;;11.00;87.00; 77.00 ; 344.00 ; 323.00 ; 0.7307 
213;36;3644805;1/09/2022;30;30;720; 4,418.00 ; 1,222.00 ;235; 49.35 ;;8.00;77.50; 75.00 ; 332.50 ; 312.50 ; 0.7520 
214;36;3644835;1/10/2022;31;31;744; 4,342.80 ; 1,485.20 ;231; 48.51 ;;8.00;92.50; 77.00 ; 343.50 ; 323.50 ; 0.7141 
215;36;3644866;1/11/2022;30;30;720; 4,258.20 ; 1,381.80 ;226.5; 47.57 ;;9.00;82.50; 75.00 ; 336.00 ; 309.00 ; 0.7330 
216;36;3644896;1/12/2022;31;31;744; 4,765.80 ; 1,062.20 ;253.5; 53.24 ;;28.00;65.00; 77.00 ; 348.50 ; 318.50 ; 0.7959 
